rec_id,category,title,text,tags,expert_weight,safety_level,advice_strength
R220,home_care,Hives-support: Moisturize strategically,"Moisturize soon after bathing to lock in water and support barrier recovery. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|barrier_repair|hydration,0.9,safe,strong
R221,home_care,Hives-support: Short lukewarm showers,"Prefer short lukewarm showers over long hot ones to reduce dryness and irritation. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|barrier_repair|gentle_care,0.9,safe,strong
R222,home_care,Hives-support: Patch-test new products,"Test new skincare on a small area before full use to reduce contact reactions. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|patch_testing|irritant_avoidance,0.9,caution,moderate
R223,home_care,Hives-support: Nail and scratch control,"Keep nails short and use distractions to reduce scratching that worsens barrier injury. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|itching_control|barrier_repair,0.9,safe,strong
R224,home_care,Hives-support: Clean textiles routine,"Wash towels and pillowcases regularly; clean textiles can reduce irritation and recurrence cycles. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|hygiene|routine,0.9,safe,strong
R225,home_care,Hives-support: Breathable fabric choice,"Use breathable fabrics and avoid prolonged dampness in folds to reduce fungal recurrence risk. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|breathable_clothing|moisture_control,0.9,safe,moderate
R226,home_care,Hives-support: Cool compress (brief),"Use a brief cool compress for heat/itch sensations; avoid prolonged cold exposure. For hive-like flares, focus on trigger tracking and calming routines; seek care for severe reactions.",urticaria|trigger_tracking|cooling|stress_support|urticaria_support|comfort_support,0.9,safe,moderate
R227,diet,Redness-support: Hydration-first plate,"Prioritize water-rich foods and regular fluids; dehydration can worsen skin discomfort. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|hydration|routine,0.84,safe,moderate
R228,diet,Redness-support: Balanced low-spike meals,"Choose balanced meals and reduce frequent high-sugar spikes to support overall skin stability. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|balanced_meals|glycemic_support,0.84,safe,moderate
R229,diet,Redness-support: Gentle gut-friendly routine,"Keep meal timing consistent and include fiber-rich foods to support digestion-related skin flares. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|routine|digestion_support,0.84,safe,moderate
R230,diet,Redness-support: Cooling foods when heat is high,"When redness/heat sensations are present, prefer mild cooling foods and avoid very spicy choices. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|heat_support,0.84,safe,moderate
R231,diet,Redness-support: Reduce ultra-processed triggers,"Limit ultra-processed foods that often correlate with flare cycles; observe your personal triggers. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|trigger_avoidance|tracking,0.84,safe,moderate
R232,diet,Redness-support: Healthy fats for barrier support,"Include moderate healthy fats (as tolerated) to support the skin barrier and dryness control. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|barrier_repair|nutrition,0.84,safe,strong
R233,diet,Redness-support: Mindful dairy check (individualized),"If you suspect dairy aggravates your skin, trial a short, monitored reduction and track changes. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|trigger_tracking|individualized,0.84,caution,moderate
R234,lifestyle,Redness-support: Consistent sleep window,"Aim for a consistent sleep schedule; irregular sleep can worsen itch, stress, and inflammation. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|sleep|routine,0.83,safe,moderate
R235,lifestyle,Redness-support: Stress downshift practice,"Use a short daily stress-downshift (breathing, walk, journaling) to reduce flare triggers. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|stress_support|routine,0.83,safe,moderate
R236,lifestyle,Redness-support: Sweat management habit,"After heavy sweating, change into dry clothing and cleanse gently to reduce irritation and fungal risk. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|hygiene|moisture_control,0.83,safe,strong
R237,lifestyle,Redness-support: Trigger journal,"Track stress, weather, products, and foods during flares to find repeatable triggers. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|tracking|trigger_tracking,0.83,safe,moderate
R238,lifestyle,Redness-support: Sun-smart routine,"Use shade, hats, and consistent sun protection habits to reduce redness and pigmentation worsening. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|sun_protection|routine,0.83,safe,strong
R239,lifestyle,Redness-support: Friction reduction,"Reduce friction from tight clothing and rough fabrics; friction can amplify irritation and redness. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|friction_reduction|gentle_care,0.83,safe,moderate
R240,lifestyle,Redness-support: Humidity and ventilation,"Keep living spaces ventilated; humidity control can help reduce fungal and irritation triggers. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|home_environment|moisture_control,0.83,safe,moderate
R241,home_care,Redness-support: Gentle cleansing rule,"Cleanse with mild, fragrance-free products; avoid harsh scrubbing that damages the barrier. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|barrier_repair,0.9,safe,strong
R242,home_care,Redness-support: Moisturize strategically,"Moisturize soon after bathing to lock in water and support barrier recovery. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|barrier_repair|hydration,0.9,safe,strong
R243,home_care,Redness-support: Short lukewarm showers,"Prefer short lukewarm showers over long hot ones to reduce dryness and irritation. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|barrier_repair|gentle_care,0.9,safe,strong
R244,home_care,Redness-support: Patch-test new products,"Test new skincare on a small area before full use to reduce contact reactions. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|patch_testing|irritant_avoidance,0.9,caution,moderate
R245,home_care,Redness-support: Nail and scratch control,"Keep nails short and use distractions to reduce scratching that worsens barrier injury. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|itching_control|barrier_repair,0.9,safe,strong
R246,home_care,Redness-support: Clean textiles routine,"Wash towels and pillowcases regularly; clean textiles can reduce irritation and recurrence cycles. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|hygiene|routine,0.9,safe,strong
R247,home_care,Redness-support: Breathable fabric choice,"Use breathable fabrics and avoid prolonged dampness in folds to reduce fungal recurrence risk. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|breathable_clothing|moisture_control,0.9,safe,moderate
R248,home_care,Redness-support: Cool compress (brief),"Use a brief cool compress for heat/itch sensations; avoid prolonged cold exposure. For flushing/redness, avoid heat triggers and keep products gentle and fragrance-free.",rosacea_like_redness|heat_avoidance|gentle_cleansing|cooling|redness_support|comfort_support,0.9,safe,moderate
R249,diet,Tone-support: Hydration-first plate,"Prioritize water-rich foods and regular fluids; dehydration can worsen skin discomfort. For uneven tone, prioritize sun protection and gentle routines; avoid irritation that can worsen marks.",hyperpigmentation_support|sun_protection|gentle_care|routine|pigmentation_support|hydration,0.84,safe,strong
R250,diet,Tone-support: Balanced low-spike meals,"Choose balanced meals and reduce frequent high-sugar spikes to support overall skin stability. For uneven tone, prioritize sun protection and gentle routines; avoid irritation that can worsen marks.",hyperpigmentation_support|sun_protection|gentle_care|routine|pigmentation_support|balanced_meals|glycemic_support,0.84,safe,strong
